name,trailer_link,video_id,sentiment_scores,favorability,rating,genre,year,released,votes,director,writer,star,country,budget,gross,company,runtime
I Am Love,https://www.youtube.com/watch?v=0NjA8CIDvZ8,0NjA8CIDvZ8,"{'positive': 58, 'neutral': 41, 'negative': 12}",0.8285714285714286,R,Drama,2009,"July 23, 2010 (United States)",21000.0,Luca Guadagnino,Barbara Alberti,Tilda Swinton,Italy,,12014663.0,First Sun,120.0
The House of the Devil,https://www.youtube.com/watch?v=oM3NAtGR2qc,oM3NAtGR2qc,"{'positive': 60, 'neutral': 40, 'negative': 42}",0.5882352941176471,R,Horror,2009,"April 25, 2009 (Brazil)",42000.0,Ti West,Ti West,Jocelin Donahue,United States,900000.0,101215.0,MPI Media Group,95.0
Astro Boy,https://www.youtube.com/watch?v=1AhqOHom9BY,1AhqOHom9BY,"{'positive': 81, 'neutral': 128, 'negative': 41}",0.6639344262295082,PG,Animation,2009,"October 23, 2009 (United States)",34000.0,David Bowers,Osamu Tezuka,Freddie Highmore,Hong Kong,65000000.0,39886986.0,Imagi Animation Studios,94.0
Carriers,https://www.youtube.com/watch?v=qByFXk_XKRs,qByFXk_XKRs,"{'positive': 67, 'neutral': 104, 'negative': 80}",0.4557823129251701,PG-13,Adventure,2009,"September 2, 2009 (Indonesia)",45000.0,David Pastor,Àlex Pastor,Chris Pine,United States,,5805279.0,Paramount Vantage,84.0
My Life in Ruins,https://www.youtube.com/watch?v=AkRMBRxC_Gk,AkRMBRxC_Gk,"{'positive': 163, 'neutral': 49, 'negative': 38}",0.8109452736318408,PG-13,Comedy,2009,"June 5, 2009 (United States)",19000.0,Donald Petrie,Mike Reiss,Nia Vardalos,United States,17000000.0,20458873.0,26 Films,95.0
G-Force,https://www.youtube.com/watch?v=VAMUfDvAQeo,VAMUfDvAQeo,"{'positive': 1, 'neutral': 3, 'negative': 8}",0.1111111111111111,PG,Animation,2009,"July 24, 2009 (United States)",44000.0,Hoyt Yeatman,Cormac Wibberley,Will Arnett,United States,150000000.0,292817898.0,Jerry Bruckheimer Films,88.0
Did You Hear About the Morgans?,https://www.youtube.com/watch?v=i4E05P-Hwt4,i4E05P-Hwt4,"{'positive': 25, 'neutral': 8, 'negative': 10}",0.7142857142857143,PG-13,Comedy,2009,"December 18, 2009 (United States)",39000.0,Marc Lawrence,Marc Lawrence,Hugh Grant,United States,58000000.0,85280250.0,Columbia Pictures,103.0
Away We Go,https://www.youtube.com/watch?v=v_MOfQEwJW8,v_MOfQEwJW8,"{'positive': 27, 'neutral': 18, 'negative': 6}",0.8181818181818182,R,Adventure,2009,"June 26, 2009 (United States)",52000.0,Sam Mendes,Dave Eggers,John Krasinski,United States,17000000.0,15779455.0,Focus Features,98.0
Love Happens,https://www.youtube.com/watch?v=XInj3WyRerI,XInj3WyRerI,"{'positive': 43, 'neutral': 13, 'negative': 7}",0.86,PG-13,Drama,2009,"September 18, 2009 (United States)",32000.0,Brandon Camp,Brandon Camp,Jennifer Aniston,United States,18000000.0,36088028.0,Universal Pictures,109.0
The Girl Who Kicked the Hornet's Nest,https://www.youtube.com/watch?v=vVGbPFdU96A,vVGbPFdU96A,"{'positive': 118, 'neutral': 73, 'negative': 59}",0.6666666666666666,R,Crime,2009,"November 12, 2010 (United States)",69000.0,Daniel Alfredson,Jonas Frykberg,Michael Nyqvist,Sweden,,44276335.0,Film i Väst,147.0
Youth in Revolt,https://www.youtube.com/watch?v=1gBnVf130uU,1gBnVf130uU,"{'positive': 131, 'neutral': 86, 'negative': 33}",0.7987804878048781,R,Comedy,2009,"January 8, 2010 (United States)",73000.0,Miguel Arteta,Gustin Nash,Michael Cera,United States,18000000.0,19651093.0,Dimension Films,90.0
Observe and Report,https://www.youtube.com/watch?v=e5OFlhCAwpc,e5OFlhCAwpc,"{'positive': 4, 'neutral': 4, 'negative': 0}",1.0,R,Comedy,2009,"April 10, 2009 (United States)",61000.0,Jody Hill,Jody Hill,Seth Rogen,United States,18000000.0,26973554.0,De Line Pictures,86.0
Bright Star,https://www.youtube.com/watch?v=X0nx5Iu6KQo,X0nx5Iu6KQo,"{'positive': 37, 'neutral': 30, 'negative': 16}",0.6981132075471698,PG,Biography,2009,"October 9, 2009 (United States)",26000.0,Jane Campion,Jane Campion,Abbie Cornish,United Kingdom,8500000.0,14374652.0,Pathé Renn Productions,119.0
Harry Brown,https://www.youtube.com/watch?v=OVOSfHFNlcI,OVOSfHFNlcI,"{'positive': 93, 'neutral': 67, 'negative': 90}",0.5081967213114754,R,Action,2009,"May 14, 2010 (United States)",85000.0,Daniel Barber,Gary Young,Michael Caine,United Kingdom,7300000.0,10371451.0,Marv Films,103.0
Duplicity,https://www.youtube.com/watch?v=CBVqI2P2L4A,CBVqI2P2L4A,"{'positive': 14, 'neutral': 20, 'negative': 16}",0.4666666666666667,PG-13,Comedy,2009,"March 20, 2009 (United States)",49000.0,Tony Gilroy,Tony Gilroy,Julia Roberts,United States,60000000.0,78176181.0,Universal Pictures,125.0
The Pink Panther 2,https://www.youtube.com/watch?v=chT5M41wdGA,chT5M41wdGA,"{'positive': 25, 'neutral': 49, 'negative': 17}",0.5952380952380952,PG,Action,2009,"February 6, 2009 (United States)",43000.0,Harald Zwart,Scott Neustadter,Steve Martin,United States,70000000.0,76025134.0,Metro-Goldwyn-Mayer (MGM),92.0
The Informant!,https://www.youtube.com/watch?v=3SooBX1-kIQ,3SooBX1-kIQ,"{'positive': 7, 'neutral': 12, 'negative': 3}",0.7,R,Biography,2009,"September 18, 2009 (United States)",64000.0,Steven Soderbergh,Scott Z. Burns,Matt Damon,United States,22000000.0,41771168.0,Warner Bros.,108.0
The Answer Man,https://www.youtube.com/watch?v=HNmq7tPxkPg,HNmq7tPxkPg,"{'positive': 53, 'neutral': 25, 'negative': 18}",0.7464788732394366,R,Comedy,2009,"December 30, 2009 (France)",6500.0,John Hindman,John Hindman,Jeff Daniels,United States,,26676.0,120dB Films,95.0
Planet 51,https://www.youtube.com/watch?v=_4LSg8s5XF4,_4LSg8s5XF4,"{'positive': 63, 'neutral': 148, 'negative': 39}",0.6176470588235294,PG,Animation,2009,"November 20, 2009 (United States)",52000.0,Jorge Blanco,Joe Stillman,Dwayne Johnson,Spain,70000000.0,105647102.0,TriStar Pictures,91.0
Crossing Over,https://www.youtube.com/watch?v=J3vAjpip1Ns,J3vAjpip1Ns,"{'positive': 4, 'neutral': 1, 'negative': 5}",0.4444444444444444,R,Crime,2009,"February 26, 2009 (Bahrain)",23000.0,Wayne Kramer,Wayne Kramer,Harrison Ford,United States,19000000.0,3676533.0,The Weinstein Company,113.0
Madea Goes to Jail,https://www.youtube.com/watch?v=61AeW3d3fWo,61AeW3d3fWo,"{'positive': 79, 'neutral': 89, 'negative': 44}",0.6422764227642277,PG-13,Comedy,2009,"February 20, 2009 (United States)",12000.0,Tyler Perry,Tyler Perry,Tyler Perry,United States,,90508336.0,The Tyler Perry Company,103.0
A Christmas Carol,https://www.youtube.com/watch?v=VZ3lr3urgDU,VZ3lr3urgDU,"{'positive': 147, 'neutral': 60, 'negative': 43}",0.7736842105263158,PG,Animation,2009,"November 6, 2009 (United States)",106000.0,Robert Zemeckis,Charles Dickens,Jim Carrey,United States,200000000.0,325286646.0,Walt Disney Pictures,96.0
Sin Nombre,https://www.youtube.com/watch?v=Fvbqwx3e_bQ,Fvbqwx3e_bQ,"{'positive': 79, 'neutral': 85, 'negative': 46}",0.632,R,Adventure,2009,"April 17, 2009 (United States)",32000.0,Cary Joji Fukunaga,Cary Joji Fukunaga,Paulina Gaitan,Mexico,,5102705.0,Scion Films,96.0
City Island,https://www.youtube.com/watch?v=nkilMXjv0YE,nkilMXjv0YE,"{'positive': 4, 'neutral': 3, 'negative': 0}",1.0,PG-13,Comedy,2009,"April 30, 2010 (United States)",31000.0,Raymond De Felitta,Raymond De Felitta,Andy Garcia,United States,6000000.0,7878856.0,CineSon Entertainment,104.0
Coco Before Chanel,https://www.youtube.com/watch?v=isEnyrd2Moc,isEnyrd2Moc,"{'positive': 73, 'neutral': 57, 'negative': 35}",0.6759259259259259,PG-13,Biography,2009,"November 6, 2009 (United States)",39000.0,Anne Fontaine,Edmonde Charles-Roux,Audrey Tautou,France,23000000.0,50812934.0,Haut et Court,105.0
Summer Wars,https://www.youtube.com/watch?v=2BB5V6CgDOg,2BB5V6CgDOg,"{'positive': 19, 'neutral': 9, 'negative': 9}",0.6785714285714286,PG,Animation,2009,"August 1, 2009 (Japan)",27000.0,Mamoru Hosoda,Mamoru Hosoda,Ryûnosuke Kamiki,Japan,,18434328.0,Madhouse,114.0
The Messenger,https://www.youtube.com/watch?v=qnm885kLggY,qnm885kLggY,"{'positive': 17, 'neutral': 12, 'negative': 15}",0.53125,R,Drama,2009,"December 4, 2009 (United States)",34000.0,Oren Moverman,Alessandro Camon,Ben Foster,United States,6500000.0,1595417.0,Oscilloscope,113.0
The Soloist,https://www.youtube.com/watch?v=z1YHoyCxdVQ,z1YHoyCxdVQ,"{'positive': 11, 'neutral': 6, 'negative': 1}",0.9166666666666666,PG-13,Biography,2009,"April 24, 2009 (United States)",52000.0,Joe Wright,Susannah Grant,Jamie Foxx,United Kingdom,60000000.0,38332994.0,Dreamworks Pictures,117.0
World's Greatest Dad,https://www.youtube.com/watch?v=VBzZvAzAMvY,VBzZvAzAMvY,"{'positive': 34, 'neutral': 27, 'negative': 20}",0.6296296296296297,R,Comedy,2009,"September 24, 2010 (Ireland)",38000.0,Bobcat Goldthwait,Bobcat Goldthwait,Robin Williams,United States,,221805.0,Magnolia Pictures,99.0
Whiteout,https://www.youtube.com/watch?v=dwvjoWmqwR0,dwvjoWmqwR0,"{'positive': 10, 'neutral': 12, 'negative': 5}",0.6666666666666666,R,Action,2009,"September 11, 2009 (United States)",38000.0,Dominic Sena,Jon Hoeber,Kate Beckinsale,United States,35000000.0,17976667.0,Warner Bros.,101.0
Paper Man,https://www.youtube.com/watch?v=1MAZ93VGmMw,1MAZ93VGmMw,"{'positive': 4, 'neutral': 8, 'negative': 2}",0.6666666666666666,R,Comedy,2009,"May 1, 2014 (South Korea)",19000.0,Kieran Mulroney,Michele Mulroney,Jeff Daniels,United States,,13514.0,Artfire Films,110.0
Let Me In,https://www.youtube.com/watch?v=x3guLR8aBpU,x3guLR8aBpU,"{'positive': 122, 'neutral': 94, 'negative': 35}",0.7770700636942676,R,Drama,2010,"October 1, 2010 (United States)",115000.0,Matt Reeves,Matt Reeves,Kodi Smit-McPhee,United Kingdom,20000000.0,27093592.0,Overture Films,116.0
Four Lions,https://www.youtube.com/watch?v=Ew-SrlQ9tlI,Ew-SrlQ9tlI,"{'positive': 88, 'neutral': 95, 'negative': 67}",0.567741935483871,R,Comedy,2010,"May 7, 2010 (United Kingdom)",74000.0,Christopher Morris,Christopher Morris,Will Adamsdale,United Kingdom,,6149356.0,Film4,97.0
MacGruber,https://www.youtube.com/watch?v=PKYrghKwu2E,PKYrghKwu2E,"{'positive': 38, 'neutral': 23, 'negative': 18}",0.6785714285714286,R,Action,2010,"May 21, 2010 (United States)",43000.0,Jorma Taccone,Will Forte,Will Forte,United States,10000000.0,9322895.0,Broadway Video,90.0
Little White Lies,https://www.youtube.com/watch?v=WyCtRXWz4Cs,WyCtRXWz4Cs,"{'positive': 45, 'neutral': 20, 'negative': 10}",0.8181818181818182,Not Rated,Comedy,2010,"October 20, 2010 (Belgium)",24000.0,Guillaume Canet,Guillaume Canet,François Cluzet,France,,53319615.0,Trésor Films,154.0
Charlie St. Cloud,https://www.youtube.com/watch?v=KyplZ7b7UfY,KyplZ7b7UfY,"{'positive': 84, 'neutral': 71, 'negative': 57}",0.5957446808510638,PG-13,Drama,2010,"July 30, 2010 (United States)",60000.0,Burr Steers,Craig Pearce,Zac Efron,United States,44000000.0,48190704.0,Universal Pictures,99.0
Vanishing on 7th Street,https://www.youtube.com/watch?v=K5cgvEUWQ6w,K5cgvEUWQ6w,"{'positive': 45, 'neutral': 46, 'negative': 43}",0.5113636363636364,R,Horror,2010,"February 5, 2011 (Japan)",25000.0,Brad Anderson,Anthony Jaswinski,Hayden Christensen,United States,10000000.0,1671196.0,Herrick Entertainment,92.0
Barney's Version,https://www.youtube.com/watch?v=Eo-0k5rkUeo,Eo-0k5rkUeo,"{'positive': 4, 'neutral': 0, 'negative': 0}",1.0,R,Comedy,2010,"February 18, 2011 (United States)",24000.0,Richard J. Lewis,Mordecai Richler,Paul Giamatti,Italy,30000000.0,12106921.0,Serendipity Point Films,134.0
The Conspirator,https://www.youtube.com/watch?v=CmoESMxbIIY,CmoESMxbIIY,"{'positive': 34, 'neutral': 32, 'negative': 26}",0.5666666666666667,PG-13,Crime,2010,"April 15, 2011 (United States)",28000.0,Robert Redford,James D. Solomon,Robin Wright,United States,25000000.0,15625544.0,The American Film Company,122.0
Furry Vengeance,https://www.youtube.com/watch?v=FQAx4_So3UE,FQAx4_So3UE,"{'positive': 99, 'neutral': 98, 'negative': 39}",0.717391304347826,PG,Comedy,2010,"April 30, 2010 (United States)",16000.0,Roger Kumble,Michael Carnes,Brendan Fraser,United Kingdom,35000000.0,36351945.0,Summit Entertainment,92.0
The Tempest,https://www.youtube.com/watch?v=4ge2Jtbt8Go,4ge2Jtbt8Go,"{'positive': 41, 'neutral': 21, 'negative': 22}",0.6507936507936508,PG-13,Comedy,2010,"January 7, 2011 (Brazil)",7500.0,Julie Taymor,Julie Taymor,Helen Mirren,United States,20000000.0,405861.0,Miramax,110.0
Henry's Crime,https://www.youtube.com/watch?v=6OkJht5KB-I,6OkJht5KB-I,"{'positive': 4, 'neutral': 1, 'negative': 0}",1.0,R,Comedy,2010,"January 14, 2011 (United Kingdom)",19000.0,Malcolm Venville,Sacha Gervasi,Keanu Reeves,United States,12000000.0,2169799.0,Company Films,108.0
Extraordinary Measures,https://www.youtube.com/watch?v=cmnMdwYAhTY,cmnMdwYAhTY,"{'positive': 24, 'neutral': 29, 'negative': 9}",0.7272727272727273,PG,Drama,2010,"January 22, 2010 (United States)",16000.0,Tom Vaughan,Robert Nelson Jacobs,Brendan Fraser,United States,31000000.0,15134293.0,CBS Films,106.0
Yogi Bear,https://www.youtube.com/watch?v=9iyYTz0Bh0Y,9iyYTz0Bh0Y,"{'positive': 35, 'neutral': 42, 'negative': 10}",0.7777777777777778,PG,Animation,2010,"December 17, 2010 (United States)",21000.0,Eric Brevig,Jennifer Ventimilia,Dan Aykroyd,United States,80000000.0,203509374.0,Warner Bros.,80.0
My Soul to Take,https://www.youtube.com/watch?v=RmByUgdi6wE,RmByUgdi6wE,"{'positive': 132, 'neutral': 57, 'negative': 61}",0.6839378238341969,R,Horror,2010,"October 8, 2010 (United States)",20000.0,Wes Craven,Wes Craven,Max Thieriot,United States,25000000.0,21500813.0,Rogue,107.0
Elle s'appelait Sarah,https://www.youtube.com/watch?v=UPWuyrRWTDI,UPWuyrRWTDI,"{'positive': 0, 'neutral': 2, 'negative': 2}",0.0,PG-13,Drama,2010,"July 22, 2011 (United States)",17000.0,Gilles Paquet-Brenner,Tatiana De Rosnay,Kristin Scott Thomas,France,,24792815.0,Hugo Productions,111.0
The Warrior's Way,https://www.youtube.com/watch?v=c7SCyiliB38,c7SCyiliB38,"{'positive': 90, 'neutral': 92, 'negative': 68}",0.569620253164557,R,Action,2010,"December 3, 2010 (United States)",26000.0,Sngmoo Lee,Sngmoo Lee,Jang Dong-Gun,New Zealand,42000000.0,11103434.0,Rogue,100.0
The Trip,https://www.youtube.com/watch?v=LC5MwTuEeeg,LC5MwTuEeeg,"{'positive': 164, 'neutral': 51, 'negative': 35}",0.8241206030150754,Not Rated,Comedy,2010,"April 24, 2011 (Greece)",22000.0,Michael Winterbottom,,Steve Coogan,United Kingdom,,3945217.0,Baby Cow Productions,112.0
Hesher,https://www.youtube.com/watch?v=jkKjafEIebw,jkKjafEIebw,"{'positive': 100, 'neutral': 89, 'negative': 48}",0.6756756756756757,R,Drama,2010,"June 25, 2011 (Japan)",51000.0,Spencer Susser,Spencer Susser,Joseph Gordon-Levitt,United States,7000000.0,449702.0,The Last Picture Company,106.0
For Colored Girls,https://www.youtube.com/watch?v=LNdIMakUhVQ,LNdIMakUhVQ,"{'positive': 105, 'neutral': 57, 'negative': 81}",0.5645161290322581,R,Drama,2010,"November 5, 2010 (United States)",7300.0,Tyler Perry,Tyler Perry,Janet Jackson,United States,21000000.0,37981984.0,Lionsgate,133.0
The Perfect Host,https://www.youtube.com/watch?v=MVe62FZMYAE,MVe62FZMYAE,"{'positive': 17, 'neutral': 13, 'negative': 0}",1.0,R,Comedy,2010,"May 7, 2011 (Japan)",26000.0,Nick Tomnay,Nick Tomnay,David Hyde Pierce,United States,500000.0,453708.0,Stacey Testro International,93.0
Love Ranch,https://www.youtube.com/watch?v=Or9cEl60BLo,Or9cEl60BLo,"{'positive': 22, 'neutral': 14, 'negative': 11}",0.6666666666666666,R,Biography,2010,"January 6, 2011 (Netherlands)",3000.0,Taylor Hackford,Mark Jacobson,Helen Mirren,Germany,25000000.0,146149.0,Aramid Entertainment Fund,117.0
Love Crime,https://www.youtube.com/watch?v=hB_O_knyd_A,hB_O_knyd_A,"{'positive': 9, 'neutral': 7, 'negative': 5}",0.6428571428571429,Not Rated,Crime,2010,"September 2, 2011 (United States)",5200.0,Alain Corneau,Alain Corneau,Ludivine Sagnier,France,,3696522.0,SBS Films,106.0
Passion Play,https://www.youtube.com/watch?v=T5pYbPytAKM,T5pYbPytAKM,"{'positive': 105, 'neutral': 72, 'negative': 73}",0.5898876404494382,R,Drama,2010,"July 2, 2011 (Taiwan)",7400.0,Mitch Glazer,Mitch Glazer,Mickey Rourke,United States,8000000.0,25603.0,Annapurna Productions,94.0
Kaboom,https://www.youtube.com/watch?v=DUMKPzQsas8,DUMKPzQsas8,"{'positive': 10, 'neutral': 5, 'negative': 2}",0.8333333333333334,Not Rated,Comedy,2010,"October 6, 2010 (France)",13000.0,Gregg Araki,Gregg Araki,Thomas Dekker,United States,,635162.0,Desperate Pictures,86.0
Everything Must Go,https://www.youtube.com/watch?v=W78aehJKyB0,W78aehJKyB0,"{'positive': 58, 'neutral': 115, 'negative': 21}",0.7341772151898734,R,Drama,2010,"October 14, 2011 (United Kingdom)",49000.0,Dan Rush,Dan Rush,Will Ferrell,United States,5000000.0,2820490.0,Temple Hill Entertainment,97.0
Captain America: the First Avenger,https://www.youtube.com/watch?v=JerVrbLldXw,JerVrbLldXw,"{'positive': 80, 'neutral': 141, 'negative': 29}",0.7339449541284404,PG-13,Action,2011,"July 22, 2011 (United States)",769000.0,Joe Johnston,Christopher Markus,Chris Evans,United States,140000000.0,370569774.0,Paramount Pictures,124.0
Thor,https://www.youtube.com/watch?v=JOddp-nlNvQ,JOddp-nlNvQ,"{'positive': 124, 'neutral': 102, 'negative': 24}",0.8378378378378378,PG-13,Action,2011,"May 6, 2011 (United States)",772000.0,Kenneth Branagh,Ashley Miller,Chris Hemsworth,United States,150000000.0,449326618.0,Paramount Pictures,115.0
Take Shelter,https://www.youtube.com/watch?v=hUraDx3oFVg,hUraDx3oFVg,"{'positive': 118, 'neutral': 60, 'negative': 73}",0.6178010471204188,R,Drama,2011,"November 10, 2011 (Croatia)",95000.0,Jeff Nichols,Jeff Nichols,Michael Shannon,United States,5000000.0,3741098.0,Hydraulx,120.0
Bridesmaids,https://www.youtube.com/watch?v=FNppLrmdyug,FNppLrmdyug,"{'positive': 126, 'neutral': 75, 'negative': 50}",0.7159090909090909,R,Comedy,2011,"May 13, 2011 (United States)",276000.0,Paul Feig,Kristen Wiig,Kristen Wiig,United States,32500000.0,288383523.0,Universal Pictures,125.0
Fast Five,https://www.youtube.com/watch?v=vcn2GOuZCKI,vcn2GOuZCKI,"{'positive': 106, 'neutral': 90, 'negative': 54}",0.6625,PG-13,Action,2011,"April 29, 2011 (United States)",362000.0,Justin Lin,Chris Morgan,Vin Diesel,United States,125000000.0,626137675.0,Universal Pictures,130.0
Midnight in Paris,https://www.youtube.com/watch?v=FAfR8omt-CY,FAfR8omt-CY,"{'positive': 120, 'neutral': 92, 'negative': 38}",0.759493670886076,PG-13,Comedy,2011,"June 10, 2011 (United States)",398000.0,Woody Allen,Woody Allen,Owen Wilson,Spain,17000000.0,151653750.0,Mediapro,94.0
Moneyball,https://www.youtube.com/watch?v=-4QPVo0UIzc,-4QPVo0UIzc,"{'positive': 117, 'neutral': 111, 'negative': 22}",0.841726618705036,PG-13,Biography,2011,"September 23, 2011 (United States)",385000.0,Bennett Miller,Steven Zaillian,Brad Pitt,United States,50000000.0,110206216.0,Columbia Pictures,133.0
Just Go with It,https://www.youtube.com/watch?v=fpj7i2CPt8M,fpj7i2CPt8M,"{'positive': 114, 'neutral': 105, 'negative': 31}",0.7862068965517242,PG-13,Comedy,2011,"February 11, 2011 (United States)",227000.0,Dennis Dugan,Allan Loeb,Adam Sandler,United States,80000000.0,214945591.0,Columbia Pictures,117.0
The Intouchables,https://www.youtube.com/watch?v=34WIbmXkewU,34WIbmXkewU,"{'positive': 120, 'neutral': 113, 'negative': 18}",0.8695652173913043,R,Biography,2011,"November 2, 2011 (France)",785000.0,Olivier Nakache,Olivier Nakache,François Cluzet,France,,426588510.0,Quad Productions,112.0
Drive,https://www.youtube.com/watch?v=KBiOF3y1W0Y,KBiOF3y1W0Y,"{'positive': 90, 'neutral': 126, 'negative': 34}",0.7258064516129032,R,Crime,2011,"September 16, 2011 (United States)",587000.0,Nicolas Winding Refn,Hossein Amini,Ryan Gosling,United States,15000000.0,77187281.0,FilmDistrict,100.0
Green Lantern,https://www.youtube.com/watch?v=7-GO9fo9DtM,7-GO9fo9DtM,"{'positive': 115, 'neutral': 87, 'negative': 48}",0.7055214723926381,PG-13,Action,2011,"June 17, 2011 (United States)",272000.0,Martin Campbell,Greg Berlanti,Ryan Reynolds,United States,200000000.0,219851172.0,Warner Bros.,114.0
The Cabin in the Woods,https://www.youtube.com/watch?v=MzbMwS6lVpE,MzbMwS6lVpE,"{'positive': 94, 'neutral': 59, 'negative': 97}",0.4921465968586387,R,Horror,2011,"April 13, 2012 (United States)",387000.0,Drew Goddard,Joss Whedon,Kristen Connolly,United States,30000000.0,69935600.0,Lionsgate,95.0
The Help,https://www.youtube.com/watch?v=XOTkNsxhECY,XOTkNsxhECY,"{'positive': 59, 'neutral': 45, 'negative': 17}",0.7763157894736842,PG-13,Drama,2011,"August 10, 2011 (United States)",436000.0,Tate Taylor,Tate Taylor,Emma Stone,United States,25000000.0,216639112.0,DreamWorks,146.0
"Crazy, Stupid, Love.",https://www.youtube.com/watch?v=8iCwtxJejik,8iCwtxJejik,"{'positive': 120, 'neutral': 107, 'negative': 23}",0.8391608391608392,PG-13,Comedy,2011,"July 29, 2011 (United States)",487000.0,Glenn Ficarra,Dan Fogelman,Steve Carell,United States,50000000.0,145051197.0,Carousel Productions (II),118.0
No Strings Attached,https://www.youtube.com/watch?v=XGmsRMvQ2AM,XGmsRMvQ2AM,"{'positive': 37, 'neutral': 33, 'negative': 11}",0.7708333333333334,R,Comedy,2011,"January 21, 2011 (United States)",219000.0,Ivan Reitman,Elizabeth Meriwether,Natalie Portman,United States,25000000.0,149228077.0,Paramount Pictures,108.0
Sucker Punch,https://www.youtube.com/watch?v=9k10AzCcMOM,9k10AzCcMOM,"{'positive': 112, 'neutral': 85, 'negative': 53}",0.6787878787878788,PG-13,Action,2011,"March 25, 2011 (United States)",235000.0,Zack Snyder,Zack Snyder,Emily Browning,United States,82000000.0,89792502.0,Warner Bros.,110.0
Warrior,https://www.youtube.com/watch?v=79rtcCnaeyo,79rtcCnaeyo,"{'positive': 125, 'neutral': 99, 'negative': 26}",0.8278145695364238,PG-13,Action,2011,"September 9, 2011 (United States)",445000.0,Gavin O'Connor,Gavin O'Connor,Tom Hardy,United States,25000000.0,23308615.0,Lionsgate,140.0
Friends with Benefits,https://www.youtube.com/watch?v=VzXg-Vr1sMA,VzXg-Vr1sMA,"{'positive': 74, 'neutral': 73, 'negative': 27}",0.7326732673267327,R,Comedy,2011,"July 22, 2011 (United States)",348000.0,Will Gluck,Keith Merryman,Mila Kunis,United States,35000000.0,149542245.0,Screen Gems,109.0
Immortals,https://www.youtube.com/watch?v=pE3yR8bZ1pY,pE3yR8bZ1pY,"{'positive': 100, 'neutral': 123, 'negative': 27}",0.7874015748031497,R,Action,2011,"November 11, 2011 (United States)",163000.0,Tarsem Singh,Charley Parlapanides,Henry Cavill,United States,75000000.0,226904017.0,Relativity Media,110.0
X-Men: First Class,https://www.youtube.com/watch?v=UrbHykKUfTM,UrbHykKUfTM,"{'positive': 136, 'neutral': 90, 'negative': 24}",0.85,PG-13,Action,2011,"June 3, 2011 (United States)",657000.0,Matthew Vaughn,Ashley Miller,James McAvoy,United States,160000000.0,352616690.0,Twentieth Century Fox,131.0
Contagion,https://www.youtube.com/watch?v=4sYSyuuLk5g,4sYSyuuLk5g,"{'positive': 74, 'neutral': 116, 'negative': 60}",0.5522388059701493,PG-13,Drama,2011,"September 9, 2011 (United States)",290000.0,Steven Soderbergh,Scott Z. Burns,Matt Damon,United Arab Emirates,60000000.0,136515867.0,Warner Bros.,106.0
Bad Teacher,https://www.youtube.com/watch?v=GahC5cVsU6A,GahC5cVsU6A,"{'positive': 91, 'neutral': 121, 'negative': 38}",0.7054263565891473,R,Comedy,2011,"June 24, 2011 (United States)",196000.0,Jake Kasdan,Gene Stupnitsky,Cameron Diaz,United States,20000000.0,216197492.0,Columbia Pictures,92.0
In Time,https://www.youtube.com/watch?v=xhYUaR5QiUs,xhYUaR5QiUs,"{'positive': 33, 'neutral': 212, 'negative': 5}",0.868421052631579,PG-13,Action,2011,"October 28, 2011 (United States)",379000.0,Andrew Niccol,Andrew Niccol,Justin Timberlake,United States,40000000.0,173930596.0,New Regency Productions,109.0
One Day,https://www.youtube.com/watch?v=WlopfWYGBh4,WlopfWYGBh4,"{'positive': 128, 'neutral': 58, 'negative': 64}",0.6666666666666666,PG-13,Drama,2011,"August 19, 2011 (United States)",143000.0,Lone Scherfig,David Nicholls,Anne Hathaway,United States,15000000.0,59389433.0,Focus Features,107.0
Scream 4,https://www.youtube.com/watch?v=UlaZfOiGaCU,UlaZfOiGaCU,"{'positive': 75, 'neutral': 78, 'negative': 97}",0.436046511627907,R,Horror,2011,"April 15, 2011 (United States)",131000.0,Wes Craven,Kevin Williamson,Neve Campbell,United States,40000000.0,97231420.0,Dimension Films,111.0
Shame,https://www.youtube.com/watch?v=Op9iQiB_ANI,Op9iQiB_ANI,"{'positive': 113, 'neutral': 70, 'negative': 67}",0.6277777777777778,NC-17,Drama,2011,"January 13, 2012 (United Kingdom)",187000.0,Steve McQueen,Steve McQueen,Michael Fassbender,United Kingdom,6500000.0,19123767.0,Fox Searchlight Pictures,101.0
Mission: Impossible - Ghost Protocol,https://www.youtube.com/watch?v=PT4L1llxCX0,PT4L1llxCX0,"{'positive': 2, 'neutral': 3, 'negative': 0}",1.0,PG-13,Action,2011,"December 21, 2011 (United States)",466000.0,Brad Bird,Bruce Geller,Tom Cruise,United States,145000000.0,694713380.0,Paramount Pictures,132.0
We Need to Talk About Kevin,https://www.youtube.com/watch?v=SfQaRK3BCYU,SfQaRK3BCYU,"{'positive': 92, 'neutral': 83, 'negative': 75}",0.5508982035928144,R,Drama,2011,"October 21, 2011 (United Kingdom)",142000.0,Lynne Ramsay,Lynne Ramsay,Tilda Swinton,United Kingdom,7000000.0,9232318.0,BBC Films,112.0
Limitless,https://www.youtube.com/watch?v=4TLppsfzQH8,4TLppsfzQH8,"{'positive': 99, 'neutral': 133, 'negative': 18}",0.8461538461538461,PG-13,Sci-Fi,2011,"March 18, 2011 (United States)",538000.0,Neil Burger,Leslie Dixon,Bradley Cooper,United States,27000000.0,161849455.0,Relativity Media,105.0
